service_request_id,date_received,ward,service_type,status,response_days
SR-100815,2023-11-27,3,Pothole,Open,3
SR-100385,2023-01-23,2,Streetlight Out,closed,28
SR-103035,2023-11-23,7,pothole,Open,6
SR-102779,2023-12-26,7,Illegal Dumping,Resolved,23
SR-101319,2023-01-26,5,Noise Complaint,Resolved,29
SR-102173,2023-07-19,6,POTHOLE,closed,3
SR-102955,2023-03-26,7,Illegal Dumping,closed,28
SR-100604,2023-05-05,3,Illegal Dumping,closed,11
SR-102772,2023-06-06,7,Rodent Inspection,Closed,27
SR-103348,2023-04-25,8,Trash Collection,Resolved,16
SR-101950,2023-11-24,6,Illegal Dumping,Closed,26
SR-101273,2023-09-06,5,Illegal Dumping,closed,26
SR-100001,2023-01-20,1,pothole,closed,314
SR-100252,2023-01-25,2,Streetlight Out,Open,13
SR-102288,2023-03-10,6,Streetlight Out,In Progress,10
SR-100816,2023-10-18,3,Rodent Inspection,In Progress,10
SR-100958,2023-06-01,4,pothole,In Progress,10
SR-101487,2023-06-10,5,Trash Collection,closed,26
SR-101552,2023-11-28,5,Streetlight Out,closed,27
SR-100424,2023-01-05,,Streetlight Out,closed,731
SR-102637,2023-08-16,7,POTHOLE,Closed,24
SR-102609,2023-11-10,7,Streetlight Out,Closed,26
SR-100741,2023-05-01,3,Illegal Dumping,Resolved,24
SR-100922,2023-08-07,,Illegal Dumping,In Progress,13
SR-100328,2023-09-21,2,Illegal Dumping,Open,13
SR-102143,2023-12-25,6,Noise Complaint,Resolved,10
SR-100206,2023-03-20,2,Rodent Inspection,closed,23
SR-102272,N/A,6,Rodent Inspection,Closed,29
SR-102965,2023-04-24,7,pothole,closed,4
SR-100395,2023-03-26,2,Illegal Dumping,Open,28
SR-103131,2023-08-06,8,pothole,Resolved,27
SR-100876,2023-07-20,3,Noise Complaint,Resolved,5
SR-100611,2023-05-05,3,Rodent Inspection,Closed,22
SR-102933,2023-08-02,7,Noise Complaint,Resolved,13
SR-102721,2023-10-18,,Trash Collection,Closed,11
SR-101511,2023-10-23,5,Rodent Inspection,Open,3
SR-100698,2023-08-13,3,Rodent Inspection,In Progress,5
SR-100309,2023-05-25,2,Pothole,Resolved,5
SR-101616,2023-04-15,5,Rodent Inspection,Open,10
SR-103293,2023-11-09,8,Illegal Dumping,In Progress,20
SR-100513,2023-12-24,3,Noise Complaint,In Progress,7
SR-101981,2023-05-26,6,POTHOLE,Resolved,15
SR-100211,2023-07-19,2,pothole,closed,338
SR-102988,2023-03-27,7,Trash Collection,closed,19
SR-101771,,6,Pothole,Resolved,13
SR-102722,2023-11-07,7,Illegal Dumping,Closed,20
SR-101982,2023-03-06,6,Streetlight Out,Closed,29
SR-100369,2023-09-24,2,Streetlight Out,closed,11
SR-100032,2023-10-04,1,POTHOLE,closed,24
SR-103013,2023-06-12,7,Pothole,closed,2
SR-100158,2023-10-25,1,POTHOLE,Resolved,3
SR-100164,2023-03-22,1,Noise Complaint,Resolved,28
SR-102072,2023-01-12,6,Trash Collection,In Progress,11
SR-102551,2023-09-17,7,Illegal Dumping,closed,29
SR-100434,2023-12-03,2,Streetlight Out,Closed,6
SR-102450,2023-02-14,,Streetlight Out,In Progress,10
SR-100204,2023-01-26,2,Noise Complaint,closed,12
SR-100268,2023-10-09,2,Trash Collection,Open,23
SR-100462,0000-00-00,2,POTHOLE,closed,1
SR-101046,2023-07-11,4,Trash Collection,closed,26
SR-102976,2023-04-11,7,Streetlight Out,In Progress,21
SR-102111,,6,Pothole,Resolved,28
SR-102695,2023-10-17,7,Noise Complaint,In Progress,17
SR-103252,2023-07-09,8,Illegal Dumping,In Progress,24
SR-100318,2023-08-13,2,Pothole,closed,19
SR-103174,2023-02-06,8,pothole,Open,11
SR-100840,2023-04-17,3,Noise Complaint,In Progress,26
SR-101507,2023-12-01,5,Noise Complaint,Closed,13
SR-101479,2023-11-10,5,Pothole,closed,27
SR-102467,2023-02-03,7,pothole,Resolved,6
SR-102601,2023-07-06,7,Trash Collection,closed,7
SR-101543,2023-06-27,5,pothole,closed,19
SR-100911,2023-09-24,4,pothole,Resolved,10
SR-101614,2023-07-13,5,Noise Complaint,Open,26
SR-101649,2023-11-08,5,Streetlight Out,closed,11
SR-100414,2023-12-10,2,POTHOLE,Open,16
SR-102334,2023-01-10,6,Pothole,In Progress,16
SR-103260,2023-07-11,8,Streetlight Out,Resolved,9
SR-103275,2023-04-17,8,POTHOLE,closed,3
SR-101867,0000-00-00,6,Trash Collection,Resolved,1
SR-103169,2023-12-15,8,pothole,Resolved,29
SR-100813,2023-05-27,3,Illegal Dumping,Resolved,5
SR-100559,2023-08-21,3,Streetlight Out,Closed,17
SR-102071,2023-06-06,6,pothole,Open,3
SR-102642,2023-04-03,7,pothole,Closed,22
SR-102118,2023-12-08,6,pothole,Closed,19
SR-101300,2023-03-25,5,POTHOLE,Closed,9
SR-103391,2023-02-15,8,POTHOLE,Resolved,21
SR-100734,2023-01-11,3,pothole,closed,10
SR-101654,2023-05-01,5,POTHOLE,Resolved,4
SR-102161,2023-10-15,6,Rodent Inspection,Open,15
SR-101579,2023-06-14,5,Pothole,Closed,28
SR-100089,2023-05-17,1,Streetlight Out,closed,21
SR-101028,2023-07-09,4,Pothole,closed,1
SR-100686,2023-09-07,3,Trash Collection,Resolved,6
SR-102133,2023-09-14,6,Streetlight Out,Closed,21
SR-102598,2023-08-15,7,Noise Complaint,closed,30
SR-100853,2023-03-23,3,Pothole,Closed,9
SR-102248,2023-11-19,6,Trash Collection,Resolved,9
SR-102037,2023-09-11,6,Noise Complaint,In Progress,14
SR-103405,2023-07-20,8,Illegal Dumping,Open,28
SR-100130,2023-09-13,1,Rodent Inspection,Closed,637
SR-100054,2023-11-21,1,pothole,Resolved,29
SR-101519,2023-08-13,5,Noise Complaint,Closed,12
SR-100189,2023-10-04,2,Rodent Inspection,Open,27
SR-100864,2023-06-13,3,Trash Collection,Resolved,709
SR-101143,2023-10-28,4,Illegal Dumping,Open,8
SR-102050,N/A,6,Illegal Dumping,Open,26
SR-101915,2023-03-14,6,Streetlight Out,Closed,9
SR-100944,2023-02-17,4,Trash Collection,Closed,7
SR-101524,2023-04-06,5,Pothole,Resolved,26
SR-102736,,7,Illegal Dumping,closed,11
SR-103081,2023-09-23,7,Illegal Dumping,Resolved,29
SR-101830,2023-10-26,6,Pothole,Resolved,7
SR-103395,2023-10-06,8,pothole,Closed,19
SR-100684,2023-07-14,3,Streetlight Out,Open,19
SR-101087,2023-06-02,4,Streetlight Out,Open,29
SR-102837,2023-04-05,7,Noise Complaint,Closed,3
SR-101364,2023-09-12,5,Illegal Dumping,Closed,6
SR-100969,2023-08-15,4,Streetlight Out,Closed,5
SR-100015,2023-10-18,1,Illegal Dumping,Closed,5
SR-103320,2023-12-21,8,POTHOLE,closed,21
SR-102789,2023-02-06,7,Noise Complaint,Resolved,22
SR-102528,2023-12-13,7,Streetlight Out,closed,7
SR-102213,2023-08-23,6,Rodent Inspection,Closed,28
SR-103139,2023-03-06,8,Noise Complaint,closed,24
SR-102015,2023-01-20,6,Rodent Inspection,Resolved,26
SR-101199,2023-02-19,4,POTHOLE,closed,17
SR-101250,2023-01-25,4,Noise Complaint,Open,25
SR-102135,2023-04-06,6,Trash Collection,Resolved,21
SR-101196,2023-06-17,4,Streetlight Out,Open,6
SR-101392,2023-06-04,5,Streetlight Out,Closed,27
SR-102502,N/A,7,Streetlight Out,Resolved,29
SR-100039,2023-08-23,1,pothole,closed,17
SR-101240,2023-12-18,4,Rodent Inspection,closed,1
SR-100181,2023-11-14,2,pothole,In Progress,26
SR-102138,2023-07-02,6,Noise Complaint,In Progress,12
SR-102366,2023-03-21,6,POTHOLE,closed,9
SR-101941,2023-12-12,6,Illegal Dumping,In Progress,11
SR-101862,2023-12-24,6,Trash Collection,closed,26
SR-102801,2023-01-18,7,Rodent Inspection,Closed,3
SR-100947,,4,Streetlight Out,In Progress,15
SR-102429,2023-11-05,7,Pothole,Closed,25
SR-101403,2023-12-04,5,Trash Collection,closed,22
SR-100226,2023-02-25,2,Pothole,Closed,14
SR-102602,0000-00-00,7,Illegal Dumping,closed,14
SR-101676,2023-06-11,5,POTHOLE,Open,5
SR-100174,2023-01-21,1,Trash Collection,In Progress,372
SR-100550,2023-01-23,3,Pothole,Open,2
SR-103247,2023-12-14,8,Pothole,In Progress,3
SR-101825,2023-07-25,6,Illegal Dumping,In Progress,12
SR-102368,2023-06-20,6,Noise Complaint,In Progress,15
SR-101786,2023-08-08,6,Trash Collection,Resolved,7
SR-100978,2023-03-02,4,Illegal Dumping,closed,7
SR-103304,2023-06-09,8,Illegal Dumping,Open,11
SR-100655,2023-03-03,3,Noise Complaint,In Progress,30
SR-100558,2023-07-15,3,Pothole,Open,2
SR-102687,2023-04-04,7,Illegal Dumping,closed,6
SR-101411,2023-04-21,5,Noise Complaint,Open,20
SR-101874,2023-12-11,6,Streetlight Out,Resolved,4
SR-100806,2023-01-07,3,Streetlight Out,Open,26
SR-102273,2023-11-14,6,Rodent Inspection,closed,22
SR-100132,2023-05-02,1,Pothole,Open,12
SR-101500,2023-01-12,5,Rodent Inspection,In Progress,9
SR-101131,2023-04-18,4,Streetlight Out,Resolved,25
SR-100870,2023-01-01,3,Noise Complaint,Resolved,14
SR-100065,2023-11-25,1,POTHOLE,In Progress,15
SR-100321,2023-08-12,2,POTHOLE,closed,30
SR-100273,2023-08-14,2,Streetlight Out,closed,5
SR-100382,2023-11-24,2,Illegal Dumping,Closed,22
SR-102509,2023-12-15,7,Streetlight Out,Open,668
SR-102469,2023-05-13,7,Rodent Inspection,closed,16
SR-100256,2023-03-01,2,Streetlight Out,Open,29
SR-101952,2023-06-04,6,Streetlight Out,Open,9
SR-100975,2023-12-09,4,Rodent Inspection,Closed,20
SR-101420,2023-04-10,5,Rodent Inspection,Open,9
SR-103008,2023-06-26,7,Streetlight Out,Closed,1
SR-101537,2023-04-01,5,Illegal Dumping,In Progress,14
SR-100726,2023-06-01,3,Pothole,Resolved,16
SR-102568,2023-12-21,7,Illegal Dumping,Resolved,23
SR-100487,2023-08-04,3,Trash Collection,closed,11
SR-100062,2023-01-15,1,Illegal Dumping,Open,20
SR-101105,2023-11-20,4,Pothole,Closed,23
SR-102430,2023-01-26,7,pothole,Open,15
SR-102688,2023-11-22,7,Noise Complaint,In Progress,29
SR-100830,2023-01-26,3,Illegal Dumping,closed,8
SR-103297,2023-05-02,8,Streetlight Out,Closed,28
SR-102163,2023-04-20,6,POTHOLE,Resolved,738
SR-101058,2023-08-14,4,Pothole,In Progress,676
SR-100658,2023-10-18,3,Trash Collection,Open,8
SR-102552,2023-12-15,7,Trash Collection,closed,23
SR-100017,2023-04-28,1,Noise Complaint,Open,28
SR-100994,2023-09-26,4,Noise Complaint,closed,28
SR-102292,2023-06-23,6,POTHOLE,Resolved,25
SR-100090,2023-05-19,1,Streetlight Out,Open,27
SR-100157,2023-12-16,1,Rodent Inspection,Resolved,26
SR-102419,2023-04-05,,Illegal Dumping,Open,422
SR-101880,2023-10-20,6,Trash Collection,Resolved,28
SR-102204,2023-03-07,6,Noise Complaint,closed,9
SR-101465,2023-07-23,5,Illegal Dumping,Open,18
SR-101399,2023-07-19,5,Streetlight Out,Closed,674
SR-101871,2023-06-17,6,Trash Collection,Open,15
SR-100895,2023-06-16,3,Trash Collection,closed,28
SR-101576,2023-05-25,5,Illegal Dumping,In Progress,24
SR-100187,2023-03-06,2,Illegal Dumping,Resolved,5
SR-101583,2023-06-04,5,Trash Collection,In Progress,25
SR-100892,2023-12-24,3,Illegal Dumping,closed,12
SR-100275,2023-10-25,2,Illegal Dumping,closed,10
SR-101722,2023-02-07,5,Streetlight Out,Open,18
SR-101737,2023-10-17,5,Streetlight Out,In Progress,9
SR-103045,2023-08-03,7,Illegal Dumping,closed,3
SR-102431,2023-12-20,7,Rodent Inspection,In Progress,10
SR-100868,2023-02-02,3,Rodent Inspection,Resolved,23
SR-100568,2023-07-25,3,Rodent Inspection,In Progress,6
SR-102116,2023-02-14,6,pothole,In Progress,29
SR-102961,2023-04-19,7,Rodent Inspection,Resolved,21
SR-101418,2023-10-18,5,Rodent Inspection,Closed,29
SR-102251,2023-02-25,6,pothole,Resolved,9
SR-102342,2023-09-11,6,Trash Collection,closed,3
SR-103267,2023-02-06,8,Rodent Inspection,In Progress,12
SR-100076,2023-09-10,1,Illegal Dumping,In Progress,27
SR-100965,2023-05-22,4,Streetlight Out,Open,30
SR-101311,2023-08-03,5,Pothole,Open,7
SR-102049,2023-09-09,6,POTHOLE,Resolved,30
SR-103063,2023-10-28,7,Streetlight Out,Closed,14
SR-101545,2023-02-27,5,Noise Complaint,closed,12
SR-103254,2023-08-16,8,Noise Complaint,Resolved,20
SR-102969,2023-11-24,7,Rodent Inspection,Closed,24
SR-100109,2023-07-19,1,Rodent Inspection,In Progress,30
SR-102903,2023-05-11,7,Rodent Inspection,closed,5
SR-100834,2023-10-20,3,Rodent Inspection,closed,18
SR-102343,2023-09-25,6,Trash Collection,Open,26
SR-102109,2023-09-18,6,Pothole,Open,11
SR-100991,2023-08-16,4,Streetlight Out,Resolved,18
SR-102798,2023-01-13,7,Streetlight Out,Closed,12
SR-102175,2023-01-09,6,Trash Collection,In Progress,18
SR-102399,2023-06-15,6,Trash Collection,Open,21
SR-101208,2023-08-07,4,Streetlight Out,Resolved,29
SR-100646,,3,Streetlight Out,closed,19
SR-102623,2023-01-02,7,Illegal Dumping,closed,4
SR-101302,2023-10-16,5,Noise Complaint,closed,29
SR-100769,2023-05-17,3,Illegal Dumping,Resolved,29
SR-103284,2023-01-17,8,Trash Collection,Resolved,5
SR-100372,2023-03-06,2,POTHOLE,closed,4
SR-101554,2023-09-25,,Rodent Inspection,In Progress,25
SR-100654,2023-04-05,3,Pothole,Open,15
SR-100767,2023-10-20,3,Noise Complaint,In Progress,412
SR-100303,2023-01-13,2,Pothole,Resolved,24
SR-103240,2023-02-02,8,Streetlight Out,In Progress,27
SR-101494,2023-01-16,5,Trash Collection,Resolved,5
SR-103345,2023-03-16,8,Rodent Inspection,Open,10
SR-101447,2023-03-20,,Illegal Dumping,Resolved,4
SR-100512,2023-10-08,3,Illegal Dumping,Closed,30
SR-101073,2023-02-28,4,Illegal Dumping,Resolved,636
SR-102051,2023-05-09,6,Streetlight Out,closed,1
SR-100808,2023-10-01,3,Trash Collection,closed,13
SR-101312,2023-01-12,5,Illegal Dumping,In Progress,5
SR-101946,2023-08-02,,Streetlight Out,closed,6
SR-103057,2023-11-23,7,Noise Complaint,In Progress,4
SR-100531,2023-02-26,3,Trash Collection,Closed,414
SR-102650,2023-03-08,7,Trash Collection,In Progress,26
SR-100372,2023-03-06,2,POTHOLE,closed,4
SR-101572,2023-11-16,5,Rodent Inspection,closed,27
SR-103259,2023-11-07,8,Illegal Dumping,In Progress,16
SR-101173,2023-12-26,4,Illegal Dumping,Closed,26
SR-102749,2023-12-09,7,Pothole,Closed,27
SR-100527,2023-12-10,3,Trash Collection,Closed,18
SR-100347,2023-10-21,2,POTHOLE,closed,24
SR-102008,2023-04-26,6,Trash Collection,Resolved,14
SR-100451,2023-10-27,2,Streetlight Out,Closed,17
SR-101521,2023-02-18,,POTHOLE,closed,1
SR-103413,2023-08-24,8,Trash Collection,Resolved,14
SR-102398,2023-03-01,6,Noise Complaint,In Progress,28
SR-103058,2023-06-17,7,Streetlight Out,Open,23
SR-101713,2023-06-16,5,pothole,Closed,16
SR-103286,2023-04-21,8,Trash Collection,In Progress,30
SR-100603,2023-04-08,3,Rodent Inspection,Open,26
SR-102781,N/A,7,Rodent Inspection,Closed,4
SR-101548,2023-03-15,5,Trash Collection,closed,7
SR-101498,2023-06-13,5,Pothole,Resolved,29
SR-100981,2023-09-21,4,Streetlight Out,Closed,29
SR-103032,2023-11-18,7,Trash Collection,Open,15
SR-102936,2023-07-28,,pothole,Open,3
SR-103208,2023-12-19,8,POTHOLE,In Progress,5
SR-102126,2023-05-04,6,pothole,closed,28
SR-101384,2023-01-19,5,Rodent Inspection,Closed,1
SR-100802,2023-03-26,3,Illegal Dumping,Resolved,27
SR-103362,2023-02-08,8,Illegal Dumping,In Progress,6
SR-102744,2023-07-18,7,Noise Complaint,closed,28
SR-101796,2023-10-04,6,pothole,In Progress,23
SR-100610,2023-10-09,3,POTHOLE,In Progress,19
SR-100491,2023-06-25,3,Rodent Inspection,Closed,789
SR-102662,2023-08-26,7,Illegal Dumping,In Progress,12
SR-101263,2023-04-06,5,Streetlight Out,Resolved,1
SR-101584,2023-05-12,5,Noise Complaint,Open,20
SR-101236,2023-03-15,4,pothole,Resolved,727
SR-100202,2023-05-03,2,Noise Complaint,Closed,9
SR-101724,2023-06-27,5,Illegal Dumping,In Progress,1
SR-103238,2023-03-15,8,Illegal Dumping,Resolved,15
SR-100687,2023-05-06,3,Illegal Dumping,closed,10
SR-100255,2023-06-15,2,Noise Complaint,Resolved,21
SR-100315,2023-06-14,2,POTHOLE,Resolved,14
SR-100235,N/A,2,Trash Collection,Resolved,18
SR-103258,2023-02-09,8,Illegal Dumping,In Progress,18
SR-102252,2023-01-15,6,Streetlight Out,Open,12
SR-100073,2023-10-20,1,Illegal Dumping,closed,29
SR-101756,2023-02-27,5,Trash Collection,Open,9
SR-102359,2023-03-02,6,Trash Collection,In Progress,12
SR-100450,,2,Rodent Inspection,Open,22
SR-103171,2023-12-14,8,Trash Collection,Closed,15
SR-101816,2023-03-21,6,Noise Complaint,Closed,11
SR-102496,2023-04-16,7,Illegal Dumping,Open,9
SR-100674,2023-03-01,3,Streetlight Out,Closed,11
SR-100370,2023-01-01,2,Illegal Dumping,closed,2
SR-102279,0000-00-00,6,Rodent Inspection,Resolved,18
SR-102876,2023-08-07,7,Illegal Dumping,Open,1
SR-103067,2023-09-17,7,Illegal Dumping,Closed,28
SR-102838,2023-01-04,7,Pothole,Open,9
SR-101770,2023-04-05,6,pothole,Resolved,25
SR-101904,2023-05-05,6,Noise Complaint,In Progress,13
SR-102618,2023-04-20,7,POTHOLE,closed,18
SR-100708,2023-12-21,3,Rodent Inspection,Resolved,18
SR-102809,2023-06-05,7,Pothole,Resolved,9
SR-102448,2023-06-27,7,Rodent Inspection,Resolved,8
SR-100837,2023-08-09,3,Pothole,Resolved,29
SR-102905,2023-02-25,7,pothole,Open,2
SR-102567,2023-06-26,7,Rodent Inspection,Resolved,12
SR-103273,2023-05-06,8,Noise Complaint,Resolved,30
SR-100713,2023-06-15,3,Illegal Dumping,In Progress,25
SR-100904,2023-01-23,4,Trash Collection,Resolved,578
SR-100615,2023-03-06,3,Illegal Dumping,Open,24
SR-102417,2023-12-02,7,Streetlight Out,closed,3
SR-100220,2023-11-27,2,Streetlight Out,Closed,13
SR-100295,2023-09-20,2,Streetlight Out,Closed,11
SR-101129,2023-02-09,4,Streetlight Out,Open,7
SR-103062,2023-05-09,7,Illegal Dumping,closed,15
SR-102085,2023-03-26,6,Streetlight Out,In Progress,4
SR-102217,2023-02-04,6,Illegal Dumping,In Progress,26
SR-100973,2023-09-18,4,Streetlight Out,Closed,3
SR-102565,2023-12-10,7,Streetlight Out,In Progress,7
SR-101707,2023-07-06,5,pothole,closed,10
SR-101253,,4,Noise Complaint,Resolved,7
SR-101949,2023-09-23,6,Streetlight Out,Closed,2
SR-100427,2023-02-23,2,Noise Complaint,Open,21
SR-102358,2023-06-25,6,Rodent Inspection,Open,29
SR-101394,2023-09-03,5,Illegal Dumping,Resolved,16
SR-101134,2023-04-08,4,Streetlight Out,closed,6
SR-102094,2023-06-27,6,Noise Complaint,Resolved,11
SR-100882,2023-01-15,3,Noise Complaint,Resolved,20
SR-101923,2023-11-22,6,Trash Collection,Closed,14
SR-102791,2023-05-11,7,POTHOLE,closed,16
SR-101108,2023-02-01,4,POTHOLE,Open,27
SR-100940,N/A,4,POTHOLE,closed,26
SR-103287,2023-06-24,8,Illegal Dumping,Closed,9
SR-102404,2023-11-04,7,pothole,Open,20
SR-103394,2023-11-13,8,Streetlight Out,Closed,18
SR-101797,2023-06-21,6,Pothole,In Progress,5
SR-100002,2023-06-24,1,Rodent Inspection,Closed,30
SR-100930,2023-05-05,4,Streetlight Out,Resolved,29
SR-100993,2023-03-24,4,POTHOLE,Open,17
SR-100367,2023-05-20,2,Rodent Inspection,Closed,4
SR-100881,2023-07-09,3,Illegal Dumping,Open,6
SR-101158,2023-02-23,4,Trash Collection,Resolved,21
SR-102535,2023-11-02,7,pothole,closed,18
SR-102606,2023-03-11,7,Streetlight Out,In Progress,23
SR-101179,,4,Trash Collection,In Progress,25
SR-102954,2023-08-28,7,POTHOLE,Closed,29
SR-100705,2023-12-12,3,pothole,In Progress,12
SR-101561,2023-07-01,5,pothole,Resolved,10
SR-100288,2023-04-08,2,Rodent Inspection,closed,14
SR-101833,2023-01-23,6,Illegal Dumping,Open,29
SR-100400,2023-10-08,2,Noise Complaint,closed,343
SR-102814,2023-12-01,7,Pothole,Resolved,3
SR-100215,2023-08-24,2,Illegal Dumping,Closed,1
SR-100729,2023-05-11,3,Pothole,Resolved,7
SR-101352,2023-09-17,5,Trash Collection,In Progress,17
SR-102053,2023-11-04,6,pothole,Open,27
SR-100664,2023-07-18,3,pothole,Resolved,9
SR-102415,2023-10-07,7,Trash Collection,In Progress,21
SR-102181,2023-02-15,6,POTHOLE,closed,14
SR-100248,2023-07-15,2,Rodent Inspection,closed,27
SR-100851,,3,Trash Collection,Open,9
SR-102714,2023-11-12,7,Illegal Dumping,Resolved,19
SR-103316,2023-05-25,8,POTHOLE,Open,2
SR-101176,2023-09-28,,Trash Collection,Open,1
SR-102963,2023-11-13,7,Rodent Inspection,Resolved,24
SR-101983,2023-10-12,6,Trash Collection,In Progress,24
SR-102639,2023-07-05,7,Streetlight Out,Closed,3
SR-101908,2023-10-03,,Streetlight Out,closed,27
SR-101625,2023-06-15,5,Rodent Inspection,closed,29
SR-101788,,6,Illegal Dumping,In Progress,18
SR-101069,2023-09-18,4,Noise Complaint,closed,2
SR-101550,2023-07-22,5,Streetlight Out,closed,23
SR-101937,2023-07-19,6,Rodent Inspection,Closed,8
SR-101645,,5,Noise Complaint,Open,24
SR-100024,2023-03-21,1,Streetlight Out,Closed,25
SR-102141,2023-03-10,6,Trash Collection,closed,29
SR-100579,2023-05-18,3,Noise Complaint,Closed,25
SR-100135,2023-07-03,1,Streetlight Out,In Progress,26
SR-101464,2023-06-02,5,Pothole,closed,28
SR-103006,2023-06-24,7,Pothole,In Progress,664
SR-102208,2023-07-03,6,Illegal Dumping,Open,7
SR-102952,2023-07-22,7,Illegal Dumping,Closed,10
SR-101448,2023-11-24,5,Trash Collection,Resolved,4
SR-100239,2023-09-23,2,Rodent Inspection,Closed,6
SR-100149,2023-11-01,1,Rodent Inspection,Open,324
SR-102531,2023-10-07,7,pothole,closed,24
SR-100402,2023-01-19,2,POTHOLE,Resolved,3
SR-101488,2023-07-05,5,Trash Collection,Resolved,5
SR-101091,2023-10-15,4,Rodent Inspection,Closed,9
SR-102970,2023-03-20,7,Noise Complaint,Open,26
SR-102666,2023-08-08,7,Streetlight Out,Open,19
SR-100259,2023-08-28,2,Trash Collection,Closed,20
SR-101040,2023-12-26,4,Trash Collection,closed,2
SR-100186,2023-02-22,2,Trash Collection,Closed,21
SR-102466,2023-03-20,7,Streetlight Out,Open,29
SR-103233,2023-06-03,8,Streetlight Out,Open,21
SR-102610,2023-09-19,7,Pothole,Closed,618
SR-103276,2023-12-01,8,Illegal Dumping,Closed,8
SR-102832,0000-00-00,7,Illegal Dumping,closed,6
SR-100197,N/A,2,Streetlight Out,Open,20
SR-100696,2023-01-10,3,Rodent Inspection,In Progress,1
SR-103178,2023-09-07,8,Rodent Inspection,In Progress,16
SR-100398,2023-11-22,2,Rodent Inspection,closed,16
SR-100426,2023-03-17,2,Pothole,Resolved,8
SR-103133,2023-12-08,8,Trash Collection,In Progress,12
SR-103106,2023-12-22,7,POTHOLE,Closed,23
SR-102857,2023-04-18,7,POTHOLE,In Progress,23
SR-100884,2023-05-13,3,Rodent Inspection,Resolved,4
SR-101096,2023-04-11,,Streetlight Out,In Progress,27
SR-100011,2023-10-21,1,Illegal Dumping,Resolved,16
SR-101045,2023-02-01,4,Streetlight Out,In Progress,10
SR-101132,2023-08-07,4,Rodent Inspection,Closed,11
SR-101191,2023-11-19,4,Streetlight Out,Closed,24
SR-100350,2023-08-21,2,Trash Collection,Closed,18
SR-101245,2023-12-04,4,Illegal Dumping,Closed,26
SR-100358,2023-01-16,2,Illegal Dumping,Open,2
SR-102537,2023-07-23,7,Streetlight Out,Resolved,26
SR-100597,2023-05-10,3,Rodent Inspection,In Progress,6
SR-100934,2023-01-09,4,pothole,Open,9
SR-100044,2023-06-03,1,Rodent Inspection,closed,15
SR-102436,2023-03-22,7,Noise Complaint,Resolved,1
SR-101011,2023-07-17,4,POTHOLE,closed,20
SR-102308,2023-01-20,6,Rodent Inspection,Resolved,4
SR-101009,2023-07-25,4,Streetlight Out,Open,23
SR-102560,2023-07-14,7,Illegal Dumping,closed,27
SR-101822,2023-05-14,6,Pothole,closed,11
SR-102575,2023-04-06,7,pothole,In Progress,7
SR-102339,2023-06-01,6,POTHOLE,In Progress,20
SR-102856,,7,Noise Complaint,In Progress,12
SR-102032,2023-12-27,6,Rodent Inspection,Resolved,14
SR-100196,2023-04-13,2,Trash Collection,Closed,22
SR-101658,2023-12-15,5,Trash Collection,closed,7
SR-101206,2023-03-14,4,Trash Collection,Closed,24
SR-103307,2023-05-09,8,Rodent Inspection,Resolved,571
SR-102309,2023-12-19,6,Noise Complaint,Closed,1
SR-101065,2023-07-13,4,pothole,Open,25
SR-102295,2023-05-25,6,Noise Complaint,Open,6
SR-101437,2023-11-15,5,Illegal Dumping,Resolved,25
SR-102942,2023-03-16,7,Pothole,closed,8
SR-101843,2023-12-14,6,Illegal Dumping,Closed,28
SR-101575,2023-04-17,5,Illegal Dumping,In Progress,19
SR-101673,2023-09-12,5,pothole,Open,21
SR-100620,2023-08-10,3,Illegal Dumping,In Progress,8
SR-100956,2023-09-18,4,Pothole,Resolved,10
SR-100836,,3,Streetlight Out,Resolved,8
SR-102393,2023-06-10,6,Noise Complaint,Open,18
SR-102413,2023-05-28,7,Noise Complaint,Resolved,23
SR-101503,2023-09-20,5,Rodent Inspection,Open,2
SR-101213,2023-12-11,4,Streetlight Out,closed,18
SR-102626,2023-10-07,7,Pothole,Closed,25
SR-100218,2023-07-26,2,Noise Complaint,Closed,11
SR-101956,2023-04-03,6,Trash Collection,closed,29
SR-102224,2023-11-17,6,Streetlight Out,Open,1
SR-101764,2023-04-02,6,Trash Collection,In Progress,19
SR-101283,2023-01-10,,Streetlight Out,In Progress,2
SR-100760,2023-04-01,3,Streetlight Out,closed,13
SR-102938,0000-00-00,7,POTHOLE,In Progress,10
SR-103098,2023-07-17,7,Illegal Dumping,Open,26
SR-101331,2023-06-17,,Rodent Inspection,Resolved,2
SR-102673,0000-00-00,7,Noise Complaint,Closed,28
SR-101349,2023-11-23,5,POTHOLE,Open,5
SR-101506,2023-02-02,5,Streetlight Out,closed,24
SR-103249,2023-08-19,8,Trash Collection,Closed,21
SR-102485,2023-09-26,7,pothole,Closed,20
SR-103207,2023-05-12,8,POTHOLE,Open,18
SR-100751,2023-08-14,3,Illegal Dumping,Open,22
SR-100193,2023-05-24,2,POTHOLE,Closed,27
SR-102005,2023-08-03,6,Rodent Inspection,Resolved,7
SR-102046,2023-12-26,6,Rodent Inspection,Resolved,1
SR-100905,2023-09-15,4,Streetlight Out,In Progress,17
SR-102934,2023-01-28,7,POTHOLE,Resolved,17
SR-103402,,8,POTHOLE,Open,25
SR-100113,2023-09-10,1,Trash Collection,Resolved,3
SR-103216,2023-06-23,8,Noise Complaint,In Progress,25
